kepid,koi_disposition,koi_period,koi_depth,koi_duration,koi_prad,koi_steff,koi_srad,koi_kepmag
9161118,FALSE POSITIVE,1.306723495,12456.6,6.606,27.42,4651.0,0.657,15.984
3556229,FALSE POSITIVE,0.7967202,167719.0,4.25304,56.89,5780.0,1.0,17.656
11911580,FALSE POSITIVE,359.102042,1102.9,16.949,28.76,6355.0,1.108,13.906
9480535,CONFIRMED,160.130899,1183.0,13.775,6.67,6092.0,1.759,15.13
10583225,FALSE POSITIVE,2.69634575,185.2,3.785,1.46,5418.0,1.051,14.544
5215251,FALSE POSITIVE,2.553924603,1680.1,9.835,32.67,5993.0,0.986,15.755
10383696,FALSE POSITIVE,8.487871809,118814.0,4.19829,46.24,5553.0,0.855,16.947
9777090,FALSE POSITIVE,5.50817321,226850.0,3.6845,39.18,5051.0,0.644,17.779
11455484,FALSE POSITIVE,6.142812722,96593.0,6.0751,31.9,5780.0,1.0,16.152
2446623,FALSE POSITIVE,175.06586091,45134.0,4.5181,40.63,6021.0,0.819,15.62
9596089,FALSE POSITIVE,20.8392148,177508.0,2.3321,51.9,5378.0,0.812,16.583
5738506,FALSE POSITIVE,9.50158045,443400.0,5.0701,73.07,5780.0,1.0,18.347
9777087,FALSE POSITIVE,19.226055,3266.0,2.949,3.52,5193.0,0.621,17.065
4247807,FALSE POSITIVE,2.050435466,7765.3,8.0122,34.84,5440.0,0.825,14.808
7700590,FALSE POSITIVE,1.507101452,15847.0,5.2005,39.32,5884.0,0.876,14.848
9053086,FALSE POSITIVE,1.274841686,50253.0,3.5903,63.68,6211.0,1.281,14.034
3128552,CONFIRMED,4.02582434,265.3,2.8059,1.79,5509.0,1.116,14.523
5467113,FALSE POSITIVE,2.845746618,557741.0,13.0719,135.99,5641.0,1.776,15.833
8240123,FALSE POSITIVE,2.30120705,1688.1,25.08,28.64,5641.0,0.85,15.818
5114623,FALSE POSITIVE,337.377514,6110.0,12.136,37.23,6029.0,0.998,15.36
10031907,FALSE POSITIVE,8.58965725,1161.5,8.9793,27.86,5697.0,0.892,14.649
5480736,FALSE POSITIVE,8.56751264,347.9,5.449,23.05,6212.0,1.054,14.943
8487748,FALSE POSITIVE,1.061934313,607.0,3.194,15.14,4304.0,0.566,15.454
9892856,FALSE POSITIVE,2.406574511,738.0,3.4382,26.22,6167.0,1.107,15.42
7137213,FALSE POSITIVE,28.64338839,624.3,1.2246,5.82,6507.0,1.767,12.642
6795089,FALSE POSITIVE,96.231257,938.0,2.488,29.26,4895.0,9.529,13.648
3340313,FALSE POSITIVE,30.5528701,63521.0,5.3367,63.57,6441.0,1.165,16.245
9892816,CONFIRMED,26.2347447,196.5,3.536,2.76,6297.0,1.369,13.147
4150804,CONFIRMED,160.88451966,7590.4,10.8771,9.09,5650.0,1.044,12.888
5021174,FALSE POSITIVE,4.04506346,360177.0,3.22222,67.94,5780.0,1.0,17.705
9025971,CONFIRMED,141.2415405,12990.5,6.7645,11.49,5705.0,1.017,14.524
2581316,CONFIRMED,217.83184293,9148.7,21.306,11.17,6259.0,1.167,11.69
6314185,FALSE POSITIVE,1.433262145,1849.5,5.6316,5.67,5977.0,1.068,14.888
8620561,FALSE POSITIVE,0.782046543,340464.0,1.9874,43.07,4768.0,0.591,16.784
8937019,FALSE POSITIVE,5.663604992,163385.0,1.4283,54.55,5780.0,1.0,17.93
9896435,FALSE POSITIVE,18.076610347,65280.0,3.1396,39.16,4848.0,0.764,16.636
10352938,FALSE POSITIVE,6.47173281,6472.7,7.1964,13.68,6318.0,1.685,14.35
10676927,FALSE POSITIVE,1.031100362,129157.0,2.9759,27.35,5666.0,0.752,17.022
5649836,FALSE POSITIVE,0.597933142,284383.0,3.47133,63.46,5780.0,1.0,16.377
7620660,FALSE POSITIVE,5.36652724,3122.5,8.367,7.97,5858.0,0.849,15.48
3836399,FALSE POSITIVE,1.540392098,1022.0,3.7271,17.63,4911.0,0.724,14.449
2581554,CONFIRMED,47.1484324,1113.8,3.1347,2.58,4975.0,0.734,12.86
3128552,CONFIRMED,2.50475282,181.1,2.376,1.48,5509.0,1.116,14.523
10363115,CONFIRMED,59.3627946,233.6,13.972,2.23,5786.0,1.471,12.07
10491062,FALSE POSITIVE,2.199076661,777.4,6.11,21.72,5310.0,0.791,15.339
9761615,CONFIRMED,1.79110997,167.5,2.0917,1.29,6040.0,0.999,14.496
4058881,FALSE POSITIVE,7.77241144,286.9,5.272,1.69,6014.0,0.993,15.327
2581316,CONFIRMED,10.51421162,85.4,3.877,1.25,6259.0,1.167,11.69
8621353,FALSE POSITIVE,11.344347453,258242.0,5.9738,62.52,5780.0,1.0,17.953
10795103,CONFIRMED,214.3120439,4523.4,16.2938,9.17,6471.0,1.357,12.04
9394601,FALSE POSITIVE,0.876826336,138366.0,3.6097,37.24,6344.0,0.962,12.29
8494410,FALSE POSITIVE,208.86909724,21306.7,4.5707,29.95,5914.0,0.987,14.461
8494410,CONFIRMED,7.2593226,247.5,6.1394,1.57,5914.0,0.987,14.461
6863161,FALSE POSITIVE,1.98663794,63156.0,4.7585,134.5,9191.0,2.619,14.726
7840035,FALSE POSITIVE,13.54208867,28869.0,4.9406,26.65,5496.0,0.927,16.9
8543279,FALSE POSITIVE,7.549303633,10222.9,2.3665,34.45,5402.0,0.815,15.992
8047283,FALSE POSITIVE,0.77544539,6791.4,1.8764,35.53,5861.0,0.865,15.64
7090867,FALSE POSITIVE,308.255238,637.1,11.959,18.98,4852.0,7.797,13.444
7612691,FALSE POSITIVE,3.46724809,1317.3,11.01,2.52,4969.0,0.543,15.889
9761573,FALSE POSITIVE,7.4413445,2234.0,2.8754,43.5,6540.0,1.183,14.114
8042789,FALSE POSITIVE,4.618309224,1191.0,3.6752,25.43,5452.0,0.815,15.757
10095484,FALSE POSITIVE,0.677761275,877.9,3.7085,22.15,5699.0,0.853,14.382
5467102,FALSE POSITIVE,2.845739012,24391.8,11.9327,44.7,5982.0,0.96,15.362
6780367,FALSE POSITIVE,175.358905,215.0,5.34,2.9,5109.0,2.02,13.385
5471496,FALSE POSITIVE,12.42618005,1522.8,28.1949,3.48,4624.0,0.684,15.889
4544620,FALSE POSITIVE,2.189090653,1027.1,5.2094,23.25,5401.0,0.777,15.875
5784777,CONFIRMED,5.33905606,755.5,1.6415,1.9,5057.0,0.704,15.362
6863187,FALSE POSITIVE,1.99492332,77.7,5.898,0.94,5957.0,0.971,15.634
6949061,CONFIRMED,23.2218115,210.4,2.744,2.42,5808.0,1.374,14.128
9719636,FALSE POSITIVE,3.351573993,54546.0,2.8758,24.15,5984.0,1.033,17.279
2452440,FALSE POSITIVE,8.097050622,65620.0,5.6736,24.01,5753.0,0.894,16.474
5020034,FALSE POSITIVE,2.119107262,124646.0,7.5384,77.23,6381.0,1.423,15.812
6974867,FALSE POSITIVE,0.887691177,37.3,1.644,1.53,5500.0,2.491,12.386
7102316,CONFIRMED,142.545,905.4,8.75,2.52,5642.0,0.846,15.99
11518142,CONFIRMED,240.7990472,5022.9,16.666,10.31,5758.0,1.385,14.822
3114667,FALSE POSITIVE,0.888584158,412710.0,2.25012,43.7,4324.0,0.616,17.375
12109845,FALSE POSITIVE,0.865959015,291274.0,1.9058,144.5,4561.0,0.469,16.44
3954227,FALSE POSITIVE,0.594276199,220745.0,2.0188,266.99,4756.0,0.667,15.985
8651551,FALSE POSITIVE,1.527491117,33546.0,7.9136,27.85,4273.0,0.595,15.935
7115550,FALSE POSITIVE,0.566814046,42.1,4.049,0.56,5724.0,0.827,14.225
9532637,FALSE POSITIVE,0.61496383,358049.0,1.93053,44.79,4509.0,0.663,17.453
5305451,FALSE POSITIVE,161.253747,2598.4,25.322,4.98,5570.0,0.803,15.397
7174349,FALSE POSITIVE,2.974163938,90282.0,1.7423,34.74,5780.0,1.0,19.294
11824218,FALSE POSITIVE,15.84131693,2617.7,1.8156,670.04,4993.0,19.695,13.724
10788461,CONFIRMED,9.2075634,1243.1,3.365,5.5,5678.0,1.303,14.026
10788461,CONFIRMED,2.5903958,330.9,2.088,2.55,5678.0,1.303,14.026
10788461,CONFIRMED,5.3235335,342.4,2.714,2.69,5678.0,1.303,14.026
11667548,FALSE POSITIVE,0.831741499,1231.1,2.297,41.62,6343.0,1.14,15.61
8868649,FALSE POSITIVE,4.44737112,224.4,19.45,2.06,5472.0,0.981,14.016
9715939,FALSE POSITIVE,12.893018017,16032.8,3.30029,62.52,6387.0,1.408,15.517
4751083,FALSE POSITIVE,4.532416322,34953.0,3.2864,62.25,6306.0,1.281,16.028
5903301,FALSE POSITIVE,1.160153553,12302.5,2.16452,60.47,6200.0,1.382,15.149
7695087,FALSE POSITIVE,4.032760214,10803.4,2.7194,378.61,4969.0,9.433,14.734
6200709,FALSE POSITIVE,3.723552982,40143.0,3.5632,18.83,6063.0,0.89,16.72
7013923,FALSE POSITIVE,2.21396079,119.4,3.452,0.87,4922.0,0.823,15.844
5360082,FALSE POSITIVE,11.35501209,19675.0,14.557,8.0,4594.0,0.567,14.772
6543683,FALSE POSITIVE,1.195515251,8054.4,5.0834,49.33,6040.0,1.155,13.998
10555365,FALSE POSITIVE,5.80184753,22143.0,3.9551,14.0,5687.0,0.921,16.605
5481426,FALSE POSITIVE,2.38404983,312732.0,3.2849,66.14,5780.0,1.0,19.319
7983756,FALSE POSITIVE,5.24078259,592.6,5.238,24.73,6192.0,0.917,14.483
7289165,FALSE POSITIVE,5.26641416,223.8,2.4404,2.62,6338.0,1.602,12.859
12784167,CONFIRMED,1.847892736,323.3,1.8904,1.51,5763.0,0.842,14.216
8949316,FALSE POSITIVE,0.604358764,38731.0,1.0423,23.28,3569.0,0.427,16.182
8912730,FALSE POSITIVE,11.3775281,1651.3,12.918,82.26,6943.0,1.66,13.93
9784230,FALSE POSITIVE,0.7981968,257616.0,2.22035,62.38,5780.0,1.0,17.579
11466960,FALSE POSITIVE,0.695954898,318.1,1.469,2.58,6737.0,1.425,13.496
3124420,FALSE POSITIVE,0.948951607,458463.0,4.3809,115.31,5780.0,1.0,18.241
4649440,FALSE POSITIVE,19.37070781,653.2,2.2466,108.54,5321.0,4.335,12.956
2437488,FALSE POSITIVE,14.46993942,1235.3,7.455,85.84,4735.0,9.043,14.962
10083623,FALSE POSITIVE,1.278555003,1478.0,1.4247,5.19,5636.0,0.827,15.643
11253711,CONFIRMED,1.226223959,56.1,2.1689,1.0,5855.0,1.34,13.8
8043052,FALSE POSITIVE,2.244600029,8611.0,1.9204,27.47,5256.0,0.802,14.731
5435816,FALSE POSITIVE,181.8521773,27559.0,5.7725,46.38,6063.0,1.012,15.684
8559589,FALSE POSITIVE,223.1127475,11538.8,8.9683,46.33,6211.0,1.056,14.38
4372765,FALSE POSITIVE,15.64064161,273309.0,6.4524,77.18,6517.0,1.374,18.231
9489524,CONFIRMED,6.8873113,85.3,2.214,0.72,5208.0,0.772,12.957
7017437,FALSE POSITIVE,43.8496474,452.3,2.217,21.42,4893.0,10.363,13.457
7220320,FALSE POSITIVE,0.752158047,37878.8,2.42733,106.66,5770.0,2.221,14.082
9291378,FALSE POSITIVE,3.796488133,3007.6,11.0659,40.83,6137.0,1.018,15.534
4949524,FALSE POSITIVE,1.233076007,1392.4,12.506,31.39,5602.0,0.817,15.402
2697935,FALSE POSITIVE,21.5135234,1583.8,77.983,534.47,5088.0,3.318,10.63
6531143,FALSE POSITIVE,19.4444573,182.3,5.509,1.53,6278.0,1.081,15.835
3550434,FALSE POSITIVE,1.1910489,1391.1,1.3738,22.76,5089.0,0.693,15.637
2558370,FALSE POSITIVE,0.546248198,114528.0,2.1081,54.23,5780.0,1.0,18.55
5397166,FALSE POSITIVE,1.811966339,408.1,3.792,95.19,5904.0,3.348,13.493
7024530,FALSE POSITIVE,66.1539783,6951.0,5.896,9.69,6077.0,0.999,15.52
5015459,FALSE POSITIVE,158.3226379,4863.0,2.1881,25.41,4340.0,0.572,15.557
11709124,CONFIRMED,3.93276627,234.9,2.9403,1.5,5688.0,0.971,14.534
8505920,CONFIRMED,198.680859,645.4,8.282,2.79,5330.0,1.013,15.001
1433980,FALSE POSITIVE,1.592634161,155156.0,8.9488,100.2,6574.0,1.768,14.915
2438490,FALSE POSITIVE,3.31577795,94567.0,4.2349,27.77,5528.0,0.849,17.772
3838496,FALSE POSITIVE,2.990252395,216437.0,7.8462,89.85,5780.0,1.0,17.9
6470521,FALSE POSITIVE,2.08043378,6861.2,7.708,510.48,6377.0,1.119,13.858
2449090,FALSE POSITIVE,4.944046127,112503.0,4.50334,54.29,5780.0,1.0,16.237
5652260,FALSE POSITIVE,4.464565251,74112.0,4.0221,43.21,5743.0,0.853,17.296
2569494,FALSE POSITIVE,1.523298835,195071.0,5.9083,38.95,5311.0,0.866,17.38
12405950,FALSE POSITIVE,3.539631353,1229.7,1.5372,39.34,7021.0,2.629,12.305
5206233,FALSE POSITIVE,6.195861785,3509.8,2.6078,215.89,5608.0,0.813,15.431
7031066,FALSE POSITIVE,0.566805514,85.3,4.367,0.82,5115.0,0.917,14.943
6775985,FALSE POSITIVE,27.961084,6268.2,3.8741,21.5,6770.0,1.361,14.069
11357192,FALSE POSITIVE,186.5168116,5752.4,3.1968,37.5,5018.0,2.99,13.529
9533489,FALSE POSITIVE,197.1455327,5664.0,2.1145,72.16,7214.0,1.935,12.962
11825057,FALSE POSITIVE,0.532087933,510366.0,3.45028,74.83,5780.0,1.0,18.852
12306699,FALSE POSITIVE,3.204222652,898.4,2.7952,23.55,5139.0,0.741,15.341
9692336,FALSE POSITIVE,0.687898282,293505.0,3.96401,55.58,5780.0,1.0,17.49
9641008,FALSE POSITIVE,2.178154774,662.6,3.5302,19.46,5515.0,0.712,14.489
8588377,FALSE POSITIVE,0.99466172,1370.5,1.576,31.84,5750.0,1.021,14.997
3644601,FALSE POSITIVE,359.00688,2015.8,32.16,28.57,5715.0,0.834,15.164
4242692,CONFIRMED,1.138548215,66.2,2.1482,1.45,6520.0,1.713,13.194
8781480,FALSE POSITIVE,121.0598037,1563.0,3.112,1680.99,3942.0,60.688,13.353
6783732,FALSE POSITIVE,0.721335207,31.8,1.509,0.54,6328.0,0.948,13.982
11607176,FALSE POSITIVE,3.28274272,292.8,8.9,1.85,5741.0,0.82,14.518
10661718,FALSE POSITIVE,1.231361934,471.0,5.433,2.93,6095.0,1.016,15.277
6105462,CONFIRMED,89.7224125,263.7,10.963,2.21,6429.0,1.262,13.838
8257205,CONFIRMED,7.12766417,229.2,2.491,1.21,5159.0,0.821,14.839
6470516,FALSE POSITIVE,2.080431782,894203.0,7.4997,345.7,8344.0,2.115,16.448
7770471,FALSE POSITIVE,1.157804607,605713.0,4.66082,118.11,6510.0,1.425,14.62
5130380,FALSE POSITIVE,19.979098,38418.0,10.5638,22.98,5907.0,1.126,16.299
6314173,FALSE POSITIVE,1.433262401,428557.0,6.2205,136.47,7311.0,1.959,17.719
5688997,FALSE POSITIVE,23.8706941,6386.3,3.4812,49.6,6022.0,1.166,14.219
7031340,FALSE POSITIVE,0.566769068,40.0,3.011,1.06,5496.0,1.533,14.447
4073730,FALSE POSITIVE,6.2820426,1413.0,7.941,23.76,6635.0,3.798,11.059
2854948,FALSE POSITIVE,0.97430309,34976.0,2.1088,37.62,5688.0,0.786,15.783
3644601,FALSE POSITIVE,119.686505,842.7,29.33,23.0,5715.0,0.834,15.164
8459354,FALSE POSITIVE,53.556625,3963.0,16.18,26.31,7643.0,3.618,11.142
4164922,CONFIRMED,1.210693626,159.1,1.434,0.99,5014.0,0.756,12.914
12061969,CONFIRMED,1.090011003,174.8,1.5,1.04,5081.0,0.77,15.753
10328393,CONFIRMED,34.2115022,273.8,4.947,1.15,4955.0,0.721,14.017
10259029,FALSE POSITIVE,7.061149921,131257.0,3.33515,43.71,5585.0,0.798,17.115
8299947,FALSE POSITIVE,2.682767439,394412.0,4.58143,70.67,5780.0,1.0,17.743
3335813,FALSE POSITIVE,3.711012492,7559.8,3.3394,46.24,6141.0,1.117,13.789
11858741,FALSE POSITIVE,1.780982447,357695.0,3.4297,60.45,5780.0,1.0,16.485
6363494,FALSE POSITIVE,1.815632406,61573.6,3.35773,108.78,9954.0,2.408,14.42
2576107,FALSE POSITIVE,205.5833309,24872.0,6.0353,42.69,6328.0,0.915,15.247
9532421,FALSE POSITIVE,4.309067482,23647.0,2.21,101.41,4897.0,0.789,16.77
6936966,FALSE POSITIVE,36.4721523,52.6,2.673,0.7,5853.0,0.895,11.894
5653849,FALSE POSITIVE,111.0396205,9356.2,25.751,8.6,5470.0,0.777,14.587
2437060,FALSE POSITIVE,3.187087241,129093.0,7.2897,928.96,4599.0,23.673,16.988
8127648,FALSE POSITIVE,1.023470248,129526.0,2.3804,100.39,5780.0,1.0,17.506
11564013,FALSE POSITIVE,0.875267982,11701.0,1.6038,39.19,5821.0,0.898,15.207
9405541,FALSE POSITIVE,5.55260695,727.6,4.1178,2674.69,3306.0,116.965,9.687
8906045,FALSE POSITIVE,2.347479696,81996.0,26.25,60.5,5891.0,1.138,14.177
7031638,FALSE POSITIVE,1.13353095,18.5,3.17,0.49,6318.0,1.121,13.145
7296094,FALSE POSITIVE,0.890745373,120034.0,1.9215,36.92,5780.0,1.0,18.59
5437945,CONFIRMED,440.7843755,2579.0,21.693,7.23,6340.0,1.393,13.771
12009347,FALSE POSITIVE,2.723858181,5497.0,1.4313,7.13,4416.0,0.733,15.561
4037163,FALSE POSITIVE,0.635441862,147609.0,1.9827,56.3,5780.0,1.0,16.675
5535890,FALSE POSITIVE,3.255189932,119.2,2.7117,1.39,5807.0,1.256,13.088
5215980,FALSE POSITIVE,2.531140101,11786.5,20.399,32.12,5325.0,0.75,15.209
9353742,CONFIRMED,0.938750221,280.7,1.3568,1.46,5497.0,0.886,14.86
9178185,FALSE POSITIVE,2.992704682,361.1,1.2585,7.86,5908.0,3.915,13.957
6290382,FALSE POSITIVE,6.12810722,2336.0,2.824,39.52,7245.0,1.667,13.186
3327992,FALSE POSITIVE,2.115511511,25805.0,8.5116,36.16,4188.0,0.661,15.582
5649206,FALSE POSITIVE,2.446736567,415859.0,5.0201,71.52,5780.0,1.0,17.991
5193384,FALSE POSITIVE,21.3779536,255244.0,24.872,173.18,4905.0,3.484,19.065
5181804,FALSE POSITIVE,4.350460215,50424.0,2.5276,533.08,6585.0,1.416,15.929
10491544,FALSE POSITIVE,22.77194512,30246.0,10.1995,251.93,5073.0,4.61,13.436
9101496,CONFIRMED,67.844689,211.2,11.757,2.65,5878.0,1.812,13.996
11450414,CONFIRMED,27.3214242,279.6,4.836,3.61,5592.0,1.451,14.513
4937143,FALSE POSITIVE,9.84883968,22012.0,5.7425,63.42,6938.0,1.31,16.35
11241814,FALSE POSITIVE,227.6625222,13894.8,5.5072,44.24,6124.0,1.007,14.984
5036537,FALSE POSITIVE,1.06100873,6367.1,2.6715,9.14,5080.0,0.947,15.564
9837083,FALSE POSITIVE,0.623393802,30192.2,1.40392,28.21,4330.0,0.639,16.18
12557548,CONFIRMED,0.65355361,4595.9,1.63,22.95,4550.0,0.66,15.692
3657758,CONFIRMED,2.3702932,224.8,1.666,1.29,5668.0,0.868,15.54
7031726,FALSE POSITIVE,0.566793534,92.4,4.714,122.64,3420.0,138.056,11.476
3338660,FALSE POSITIVE,1.873380717,538716.0,10.1083,89.79,5992.0,1.171,14.807
3338674,FALSE POSITIVE,1.87337894,5444.0,9.1328,51.11,4740.0,5.721,12.708
5546277,FALSE POSITIVE,7.50023955,273.2,2.916,21.06,5849.0,0.919,13.61
8258160,FALSE POSITIVE,23.6270348,8433.0,11.481,21.71,5305.0,0.857,16.375
9752982,FALSE POSITIVE,0.716709897,932.5,0.7466,66.73,5173.0,2.742,12.224
4666008,FALSE POSITIVE,2.248063246,631.7,5.1297,30.38,6325.0,1.112,14.434
8430105,FALSE POSITIVE,63.3278636,11515.0,47.0744,54.17,4919.0,5.198,10.42
9517393,CONFIRMED,219.3215562,3628.7,12.4124,6.11,6063.0,1.012,15.273
8052474,FALSE POSITIVE,245.4382021,11311.6,14.502,19.17,5637.0,0.99,12.777
3534118,FALSE POSITIVE,178.4129899,37510.0,2.9298,33.24,6078.0,1.148,13.944
2441161,FALSE POSITIVE,2.192004364,99583.0,3.075,37.56,5306.0,0.687,16.654
3231120,FALSE POSITIVE,3.900109346,126194.0,3.9037,40.37,5791.0,0.969,16.597
12216706,FALSE POSITIVE,1.471060209,148439.0,4.3708,165.15,8749.0,2.911,15.009
10735331,FALSE POSITIVE,213.3990406,13929.5,6.5043,35.2,6960.0,1.83,13.381
7763269,FALSE POSITIVE,6.40802979,7784.1,2.9288,51.44,6261.0,1.194,14.078
5471606,FALSE POSITIVE,0.962835804,14328.4,4.9844,458.02,3982.0,32.244,10.82
11200405,FALSE POSITIVE,4.639602084,25079.0,3.4636,19.96,6078.0,1.194,16.803
5475736,FALSE POSITIVE,2.991885335,1356.9,7.4319,3.94,5750.0,0.839,14.011
9049673,FALSE POSITIVE,1.327471395,5673.8,5.2334,7.08,5232.0,0.777,15.818
7031898,FALSE POSITIVE,0.566792595,19.9,2.637,0.5,6277.0,1.121,12.982
9593759,FALSE POSITIVE,1.247156944,134761.0,2.6779,26042.9,4770.0,9.67,17.474
5020044,FALSE POSITIVE,2.119100054,1651.1,8.2163,34.34,6292.0,1.078,13.835
11560037,FALSE POSITIVE,1.466535757,1346.4,0.8222,4.28,5888.0,1.02,15.446
11911561,FALSE POSITIVE,8.870415578,873.1,1.2864,39.46,6022.0,1.514,13.579
6547322,FALSE POSITIVE,1.49131759,25.8,4.721,1.26,6014.0,2.429,13.953
3440118,CONFIRMED,19.57783279,432.6,1.9857,1.96,5620.0,0.884,12.624
9159265,FALSE POSITIVE,3.04476607,272.6,9.568,15.7,5627.0,0.818,14.506
4472818,CONFIRMED,70.9672087,784.7,6.9623,2.84,5818.0,0.986,12.72
5816806,FALSE POSITIVE,4.45543346,245681.0,5.116,51.69,5780.0,1.0,17.046
6531496,FALSE POSITIVE,14.323889947,69071.6,4.83729,45.93,5853.0,0.895,16.095
9661869,FALSE POSITIVE,20.427232317,121813.0,3.46429,601.32,6167.0,1.121,16.677
9411166,CONFIRMED,105.6552651,1366.9,9.39,4.22,5741.0,1.136,15.356
3097352,FALSE POSITIVE,4.029803201,191073.0,4.4301,47.58,6024.0,1.078,16.936
6066379,FALSE POSITIVE,1.303858554,126636.0,4.36797,73.29,6282.0,1.343,15.475
12154526,CONFIRMED,3.18899015,66.2,2.722,0.98,5700.0,1.176,13.351
3459199,FALSE POSITIVE,1.570518376,2213.2,3.2035,450.76,5314.0,11.82,10.055
6973796,FALSE POSITIVE,115.9943364,37571.0,2.4136,13.66,4530.0,0.735,15.852
12023089,FALSE POSITIVE,0.623441636,19340.5,1.46001,29.19,5319.0,0.654,15.626
6286155,FALSE POSITIVE,14.5417471,1088.6,5.6067,163.25,5032.0,5.922,13.763
7831363,FALSE POSITIVE,2.81753381,3836.0,2.1551,52.91,6313.0,1.098,14.248
8804845,CONFIRMED,0.762132307,63.7,1.22,0.75,5594.0,0.934,14.305
4663185,FALSE POSITIVE,56.6993107,5824.7,7.0706,539.16,4727.0,13.547,11.356
5305471,FALSE POSITIVE,161.252247,2185.9,23.467,4.49,5555.0,0.811,14.178
5560830,FALSE POSITIVE,0.867719291,2651.8,6.323,37.79,6220.0,1.056,14.445
8211824,FALSE POSITIVE,0.84112187,75070.0,2.0431,39.34,5048.0,0.707,16.055
5980800,FALSE POSITIVE,0.828326025,10718.0,1.42721,49.67,5400.0,0.978,15.044
9592850,FALSE POSITIVE,1.219324537,379055.0,4.7501,60.62,5455.0,0.897,16.4
6227560,FALSE POSITIVE,2.401751509,25044.0,2.0835,268.75,4577.0,0.557,15.927
5866104,FALSE POSITIVE,36.97709537,217145.0,5.2063,59.66,5780.0,1.0,17.066
8256044,FALSE POSITIVE,16.371883638,65927.0,3.44467,70.73,5642.0,1.415,15.879
8780968,FALSE POSITIVE,2.617284592,231450.0,9.5545,162.67,5510.0,2.649,16.304
6960446,FALSE POSITIVE,10.14873521,116125.0,5.603,71.11,6366.0,1.296,16.798
8264097,FALSE POSITIVE,2.897436854,289807.0,3.2833,64.69,5780.0,1.0,17.687
7515679,CONFIRMED,5.546083089,2211.0,2.717,22.27,7358.0,4.037,12.252
9674592,FALSE POSITIVE,6.87366398,9766.9,7.0845,12.01,5662.0,0.805,15.933
10879213,FALSE POSITIVE,0.668483494,722770.0,2.4129,138.76,5780.0,1.0,18.792
5650314,FALSE POSITIVE,1.070272827,9886.5,4.2844,28.73,4628.0,0.653,15.926
6962901,FALSE POSITIVE,0.977170246,151.1,3.4842,5.08,5596.0,3.938,12.439
8302302,FALSE POSITIVE,1.135930136,27247.4,4.5036,52.05,6247.0,0.954,15.524
10581918,FALSE POSITIVE,1.801863222,262582.0,7.2492,145.36,7479.0,2.324,12.796
3851949,FALSE POSITIVE,54.77145968,7224.8,37.1871,34.32,5145.0,3.866,13.939
9097892,FALSE POSITIVE,1.674690886,527.4,2.0179,29.78,6397.0,1.157,13.593
9351316,CONFIRMED,161.515617,2215.3,6.548,2.88,4243.0,0.641,15.561
4579313,FALSE POSITIVE,2.112405306,489.0,2.5845,19.01,5562.0,0.756,14.811
11614528,FALSE POSITIVE,1.870990236,642.6,1.8432,26.1,6384.0,1.086,15.546
8848288,FALSE POSITIVE,5.56648691,694.9,10.931,43.67,4694.0,12.701,9.837
6590307,FALSE POSITIVE,1.33253834,62.4,3.737,0.64,5520.0,0.818,15.627
5308419,FALSE POSITIVE,1.241483276,141.0,2.195,27.25,6140.0,1.053,13.482
6312521,FALSE POSITIVE,3.01551943,159584.0,3.1713,155.81,5299.0,2.761,17.357
4579321,FALSE POSITIVE,2.112395777,262602.0,2.7714,115.26,5780.0,1.0,17.388
5202905,CONFIRMED,14.8444836,177.9,6.091,2.49,6642.0,1.846,12.345
1575690,FALSE POSITIVE,2.252417903,32296.0,1.9767,27.09,3979.0,0.544,15.625
4386047,FALSE POSITIVE,2.900613144,165475.0,3.7357,38.63,5977.0,0.931,16.943
5103998,FALSE POSITIVE,174.7697122,68139.0,2.3569,38.79,5704.0,0.804,15.549
9655858,FALSE POSITIVE,31.43284649,178874.0,5.3541,57.21,5780.0,1.0,17.481
10275880,FALSE POSITIVE,9.72675447,6641.6,19.6214,995.22,6327.0,2.433,13.211
2166200,FALSE POSITIVE,8.096939227,142891.0,2.8833,68.48,6572.0,1.418,17.637
3547315,FALSE POSITIVE,0.64234865,39597.0,2.1184,25.76,5441.0,0.791,16.639
6933781,FALSE POSITIVE,130.4194187,2290.9,4.165,57.51,5770.0,1.685,11.241
6148271,FALSE POSITIVE,1.78526527,1733.1,6.2233,41.19,6505.0,1.228,14.026
5386904,FALSE POSITIVE,4.8591441,2183.6,3.8588,6.9,6586.0,1.207,14.113
2997178,FALSE POSITIVE,5.95077813,761.8,5.6,32.26,5122.0,9.828,12.861
8956206,FALSE POSITIVE,99.673478,2496.0,0.968,576.14,4932.0,0.492,15.801
8260198,FALSE POSITIVE,0.955297055,846.1,1.7405,18.16,5319.0,0.734,15.45
10733174,FALSE POSITIVE,280.476576,651.2,32.24,3.16,5869.0,0.892,13.608
8564976,FALSE POSITIVE,152.8255989,2173.5,22.688,34.85,4991.0,7.506,13.226
11760860,CONFIRMED,2.41660149,83.6,1.9699,0.92,5705.0,1.026,12.737
7910148,FALSE POSITIVE,4.252082243,8290.5,2.7543,33.14,5802.0,0.794,15.286
12459731,FALSE POSITIVE,14.180228311,172737.0,4.5344,62.41,6289.0,1.142,17.427
12735740,CONFIRMED,282.5253558,9746.4,10.7965,8.98,5725.0,0.913,12.62
4678875,FALSE POSITIVE,1.87887673,824392.0,6.60887,148.25,6569.0,1.235,13.244
