koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,ra,dec,target_planet,mission,tid,toi
2.2920348,8.13e-05,-8.13e-05,2459253.248463,0.00095,-0.00095,3.1812507,0.0881116,-0.0881116,10585.2906021,207.89972,-207.89972,13.2497142,0.346368,-0.346368,1622.3537935,1637.2058065,,,6208.0,122.0,-122.0,4.31,0.0852564,-0.0852564,1.26526,0.06,-0.06,13.1472,108.452399,-33.437346,1,TESS,98283926,1915.01
1.888231,5.5e-06,-5.5e-06,2459251.405758,0.001623,-0.001623,3.6693894,0.120839,-0.120839,4358.3260875,97.941025,-97.941025,14.4776426,0.9534359,-0.9534359,2800.5022616,14536.662674,,,8549.0,152.1,-152.1,4.11,0.08,-0.08,2.12128,0.118809,-0.118809,12.4539,109.104521,-31.244395,1,TESS,98545929,1916.01
1.82069,0.00016,-0.00016,2458655.29768,0.00125,-0.00125,3.049,0.118,-0.118,12340.0,2.69921,-2.69921,15.6593,0.791515,-0.791515,1958.0,2440.7,,,6155.0,132.9,-132.9,4.24,0.08,-0.08,1.35,0.07,-0.07,12.0457,296.688442,-63.565649,1,TESS,339522221,1917.01
3.39829,0.00088,-0.00088,2458571.7908,0.00869,-0.00869,2.634,0.407,-0.407,4340.0,15.7058,-15.7058,7.06633,0.581413,-0.581413,1413.0,662.808,,,6271.0,133.8,-133.8,4.45,0.08,-0.08,1.09,0.05,-0.05,12.2876,167.582816,-58.982985,0,TESS,308425348,1918.01
4.2337078,6.9e-06,-6.9e-06,2459328.761216,0.000672,-0.000672,2.008,0.133,-0.133,7690.0,825.43,-825.43,19.6222,4.72969,-4.72969,1491.0,822.444,,,6333.7,125.3,-125.3,4.21,0.09,-0.09,1.46,0.08,-0.08,11.3287,195.794015,-41.384862,1,TESS,102192004,1919.01
3.9227113,5e-07,-5e-07,2460929.713786,0.000177,-0.000177,2.6326626,0.0195434,-0.0195434,11362.3670709,51.955647,-51.955647,6.8322059,0.4510054,-0.4510054,847.2410093,121.7724033,,,4800.0,131.1,-131.1,4.53527,0.0852564,-0.0852564,0.64,0.04,-0.04,10.2499,357.879198,-39.907121,1,TESS,183537452,192.01
2.5441537,1.13e-05,-1.13e-05,2459331.95356,0.002511,-0.002511,2.128,0.217,-0.217,6780.0,7.67643,-7.67643,10.5577,0.6872333500000001,-0.6872333500000001,1301.0,476.965,,,5652.0,122.0,-122.0,4.2,0.0852564,-0.0852564,1.31,0.06,-0.06,13.2755,200.634864,-44.688839,1,TESS,363851359,1920.01
5.17958,0.00122,-0.00122,2458604.17084,0.00197,-0.00197,4.524,0.166,-0.166,7620.0,2.24479,-2.24479,14.829,0.819083,-0.819083,1416.0,669.018,,,6116.0,124.8,-124.8,4.07,0.08,-0.08,1.65,0.09,-0.09,12.1577,209.51701,-30.348153,1,TESS,112099249,1921.01
4.5768651,0.0007201,-0.0007201,2459233.316814,0.001781,-0.001781,3.5592795,0.1493002,-0.1493002,10869.4903086,517.9199,-517.9199,19.1571223,1.9461098,-1.9461098,1599.5559785,1547.1013862,,,6687.0,136.3,-136.3,4.09,0.11,-0.11,1.78295,0.166623,-0.166623,12.3213,112.419225,-29.937916,1,TESS,112604564,1922.01
4.2042078,1.04e-05,-1.04e-05,2459229.337707,0.001062,-0.001062,2.124,0.334,-0.334,12080.0,28.1462,-28.1462,12.1025,0.809459,-0.809459,1210.0,355.909,,,6781.0,133.6,-133.6,4.54,0.09,-0.09,1.07,0.05,-0.05,12.9264,114.283382,-32.755419,1,TESS,114299824,1923.01
7.8519082,3.67e-05,-3.67e-05,2459394.593726,0.002156,-0.002156,1.6318726,0.2721165,-0.2721165,3873.9591492,266.78912,-266.78912,2.1705803,0.5446732,-0.5446732,379.2777558,4.8904688,,,3384.0,157.0,-157.0,4.87998,0.0008348,-0.0008348,0.34388,0.0103308,-0.0103308,11.7371,281.176343,36.563132,1,TESS,336128819,2136.01
1.4821845,7e-07,-7e-07,2458684.221959,0.000185,-0.000185,2.5956827,0.0258499,-0.0258499,16269.2562793,140.9483,-140.9483,27.5079498,6.821365,-6.821365,2029.0310837,4005.675856,,,6835.31,137.219,-137.219,4.37191,0.0939989,-0.0939989,1.31284,0.0728443,-0.0728443,12.5466,281.6619,41.56002,0,TESS,336267424,2138.01
1.4013784,9e-07,-9e-07,2459768.65359,0.000324,-0.000324,1.7042715,0.0216571,-0.0216571,19735.2001267,226.22255,-226.22255,13.9977478,0.9058741,-0.9058741,1403.6558119,917.4100949,,,4984.0,124.134,-124.134,4.41028,0.0852564,-0.0852564,0.934977,0.0597739,-0.0597739,12.4197,267.284885,29.879043,1,TESS,308172249,2139.01
2.4706114,6e-07,-6e-07,2459012.510963,9.4e-05,-9.4e-05,1.794486,0.0082522,-0.0082522,14310.7159758,72.29766,-72.29766,13.7703405,0.5475148,-0.5475148,1363.7991993,817.5658193,,,5854.0,101.6,-101.6,4.45,0.07,-0.07,1.01613,0.0402412,-0.0402412,10.854,286.808526,49.316421,1,TESS,399860444,2140.01
18.2616878,5.45e-05,-5.45e-05,2460453.432236,0.002558,-0.002558,3.434,0.968,-0.968,971.0,55.936,-55.936,2.85973,0.178756,-0.178756,767.0,57.4643,,,5674.0,123.907,-123.907,4.49483,0.0781668,-0.0781668,0.94,0.05,-0.05,8.8975,258.762346,18.340345,1,TESS,287256467,2141.01
10.2611329,1.4e-05,-1.4e-05,2460470.361827,0.001301,-0.001301,7.369,0.174,-0.174,1900.0,0.130946,-0.130946,12.2521,0.562841,-0.562841,1327.0,515.939,,,6202.0,129.8,-129.8,3.63,0.08,-0.08,2.78,0.13,-0.13,8.55942,263.758075,40.695043,1,TESS,88992642,2145.01
5.8924856,1.1e-05,-1.1e-05,2459765.039868,0.000758,-0.000758,3.134,0.146,-0.146,4530.0,16.6706,-16.6706,17.4655,1.16352,-1.16352,1853.0,1958.56,,,7272.0,126.3,-126.3,4.0,0.09,-0.09,2.13,0.08,-0.08,9.9094,269.989998,29.655175,0,TESS,158916431,2146.01
23.48522,0.00014,-0.00014,2458693.42328,0.00111,-0.00111,3.546,0.183,-0.183,6020.0,19.3491,-19.3491,14.0152,1.01956,-1.01956,782.0,62.0856,,,5930.0,123.1,-123.1,4.11,0.08,-0.08,1.51,0.08,-0.08,10.6746,281.814167,64.806519,0,TESS,233569098,2148.01
5.4361667,1.67e-05,-1.67e-05,2458355.241753,0.002319,-0.002319,1.5419673,0.2448138,-0.2448138,4797.1288482,735.69073,-735.69073,1.7175409,0.2127978,-0.2127978,352.0718502,3.6311669,,,3139.0,98.0,-98.0,5.04944,0.547167,-0.547167,0.211299,0.0065435,-0.0065435,13.4102,353.243538,-29.416487,1,TESS,305048087,237.01
1.1792344,0.0001304,-0.0001304,2459989.454493,0.001547,-0.001547,1.7572263,0.1091569,-0.1091569,5398.6996811,363.7887,-363.7887,26.9739777,15.517121,-15.517121,2879.9468214,16257.6914094,,,6127.1,124.1,-124.1,3.67,0.09,-0.09,2.6058199,0.155106,-0.155106,12.2186,144.040606,-24.751118,0,TESS,189620016,2372.01
13.3368173,5.79e-05,-5.79e-05,2459168.5071,0.002186,-0.002186,4.384,0.505,-0.505,8210.0,5.88429,-5.88429,11.2448,0.670513,-0.670513,805.0,69.8726,,,5517.0,120.9,-120.9,4.26,0.08,-0.08,1.2,0.06,-0.06,12.5882,61.68622,-16.755755,1,TESS,332558858,2373.01
4.3135917,8.8e-06,-8.8e-06,2459064.195632,0.001538,-0.001538,2.3769581,0.1652243,-0.1652243,11271.8586527,1309.708,-1309.708,10.3835703,2.20449,-2.20449,865.4267536,132.569088,,,4929.5,5084.0,-5084.0,0.1,0.0852564,-0.0852564,0.8,0.05,-0.05,11.2057,319.498241,-22.049823,1,TESS,439366538,2374.01
5.4693888,3.6e-06,-3.6e-06,2459062.464298,0.000355,-0.000355,1.8076781,0.0572665,-0.0572665,32411.855989,576.6857,-576.6857,11.5779216,0.4419449,-0.4419449,584.247334,27.5364506,,,3770.0,157.0,-157.0,4.61871,0.0116763,-0.0116763,0.638902,0.0190863,-0.0190863,13.6521,358.092047,-53.043156,1,TESS,201177276,2379.01
1.2730965,2.7e-06,-2.7e-06,2460205.747992,0.002474,-0.002474,1.48,0.212,-0.212,414.0,33.7341,-33.7341,1.57925,0.123934,-0.123934,1412.0,660.277,,,5024.0,181.0,-181.0,4.5685,0.30183,-0.30183,0.77,0.05,-0.05,9.926601,349.231081,-18.606646,1,TESS,9006668,238.01
5.2153618,2.7e-06,-2.7e-06,2459092.524257,0.000291,-0.000291,5.5895721,0.0370923,-0.0370923,5205.8347338,38.638004,-38.638004,17.7519701,0.8672725,-0.8672725,1671.1997882,1843.4632721,,,6067.2,119.7,-119.7,3.73,0.08,-0.08,2.3901401,0.115251,-0.115251,9.4834,0.325761,-8.926251,1,TESS,176220787,2380.01
2.2338786,0.0005781,-0.0005781,2459256.970786,0.003448,-0.003448,3.0400001,0.4312719,-0.4312719,318.9211436,37.306538,-37.306538,3.1159001,1.2964443,-1.2964443,1913.0201108,3165.1853297,,,6422.3,134.058,-134.058,4.10848,0.0918725,-0.0918725,1.65992,0.0812035,-0.0812035,9.1251,86.018583,-59.946092,0,TESS,149539158,2607.01
3.3639254,1.56e-05,-1.56e-05,2458383.915624,0.001762,-0.001762,3.3430495,0.1936962,-0.1936962,422.0610761,29.08252,-29.08252,3.0449863,0.2114907,-0.2114907,1387.0636575,874.7955667,,,5890.3,57.0,-57.0,3.92,0.08,-0.08,1.28018,0.0545025,-0.0545025,9.03971,15.218141,-24.423993,1,TESS,63898957,261.01
13.0393586,0.0043165,-0.0043165,2458389.727185,0.003037,-0.003037,4.9218325,0.5314454,-0.5314454,625.5995687,58.03166,-58.03166,3.3482223,1.2696187,-1.2696187,1007.5256829,243.5260946,,,5890.3,57.0,-57.0,3.92,0.08,-0.08,1.31383,0.136209,-0.136209,9.03971,15.218141,-24.423993,1,TESS,63898957,261.02
2.1538959,0.0001627,-0.0001627,2459229.716478,0.002271,-0.002271,2.1776943,0.1185418,-0.1185418,96363.0926604,5937.473,-5937.473,16.0166732,1.006073,-1.006073,603.8106997,31.4140709,,,3148.0,157.0,-157.0,4.75166,0.0141944,-0.0141944,0.483749,0.0205474,-0.0205474,15.8953,118.049909,-48.498597,0,TESS,268914377,2610.01
0.7320175,0.0002961,-0.0002961,2458352.484922,0.006856,-0.006856,2.577,0.357,-0.357,4520.0,8.94736,-8.94736,5.16324,0.6872333500000001,-0.6872333500000001,2713.0,8999.57,,,5458.0,5459.0,-5459.0,4.4,2.0,-2.0,0.81,0.06,-0.06,13.5294,335.268299,-64.71227,0,TESS,234282389,2611.01
2.8240691,5e-07,-5e-07,2459358.688506,7.2e-05,-7.2e-05,3.808,0.013,-0.013,8970.0,0.0125358,-0.0125358,17.7861,0.566327,-0.566327,2332.0,4913.69,,,8004.2,205.1,-205.1,4.2,0.32,-0.32,1.84,0.06,-0.06,8.0552,147.580067,-66.113925,1,TESS,371443216,1924.01
2.3447752,1.7e-06,-1.7e-06,2459279.602393,0.000406,-0.000406,1.814,0.044,-0.044,15340.0,2.49835,-2.49835,13.4487,0.743905,-0.743905,1178.0,320.327,,,5515.0,133.4,-133.4,4.39,0.08,-0.08,1.04,0.06,-0.06,11.9397,135.416303,-20.720369,1,TESS,118956453,1925.01
1.3372349,0.0001162,-0.0001162,2459175.372553,0.002529,-0.002529,1.7026098,0.6273478,-0.6273478,1226.6760556,125.75308,-125.75308,3.0265786,3.7305796,-3.7305796,1391.8701134,886.9841113,,,5111.9,121.9,-121.9,4.5,0.08,-0.08,0.860256,0.050804,-0.050804,12.3686,89.598895,-30.811799,1,TESS,143143769,1926.01
4.1117731,2.9e-06,-2.9e-06,2459255.860453,0.000294,-0.000294,2.1575648,0.024154,-0.024154,22017.8853537,292.72113,-292.72113,15.4112805,0.7490635,-0.7490635,1032.6277308,268.7176151,,,5424.8,104.8,-104.8,4.49,0.07,-0.07,0.916164,0.0434171,-0.0434171,12.3353,163.788852,-0.737066,1,TESS,14344979,1927.01
2.278575,0.0001318,-0.0001318,2459061.944577,0.000709,-0.000709,2.159825,0.0582632,-0.0582632,13638.9588751,271.81192,-271.81192,14.7731999,1.1305058,-1.1305058,1346.0744113,775.8848566,,,4879.0,4879.8,-4879.8,4.5,2.0,-2.0,1.21163,0.0878214,-0.0878214,12.3119,320.762876,-40.048439,1,TESS,207077681,1928.01
3.8537616,6.9e-06,-6.9e-06,2459329.357403,0.000679,-0.000679,3.392,0.136,-0.136,18650.0,3.75954,-3.75954,14.7144,0.6872333500000001,-0.6872333500000001,1298.0,471.61,,,5697.0,122.0,-122.0,4.39,0.0852564,-0.0852564,1.06,0.06,-0.06,13.1648,176.628323,-33.860076,1,TESS,157266693,1929.01
0.7920645,1e-07,-1e-07,2460933.175839,0.000213,-0.000213,0.3656119,0.0789295,-0.0789295,1561.7798964,45.2496249,-45.2496249,12.0551028,2.2815937,-2.2815937,1809.8542528,1781.1555624,,,5422.0,185.0,-185.0,4.42223,0.273742,-0.273742,0.98,0.06,-0.06,9.1031,358.668877,-37.628224,1,TESS,183985250,193.01
2.8786641,4.8e-06,-4.8e-06,2459355.488108,0.000868,-0.000868,2.207,0.078,-0.078,8710.0,4.03981,-4.03981,12.863,0.793497,-0.793497,1297.0,471.142,,,6017.0,133.0,-133.0,4.22,0.08,-0.08,1.35,0.08,-0.08,12.1014,223.658719,-38.744547,1,TESS,160578764,1930.01
3.8186276,1.7e-05,-1.7e-05,2459331.431765,0.001715,-0.001715,4.282,0.295,-0.295,3240.0,1.58294,-1.58294,11.3749,0.650895,-0.650895,1639.0,1200.24,,,6090.0,126.9,-126.9,3.88,0.08,-0.08,2.03,0.1,-0.1,12.0233,171.845053,-44.088703,1,TESS,162922904,1931.01
5.6107737,0.0008925,-0.0008925,2459228.937203,0.002446,-0.002446,6.3384834,0.1310371,-0.1310371,6651.6899169,167.96667,-167.96667,18.3701736,1.0335122,-1.0335122,1583.7517779,1486.8578958,,,6013.5,210.8,-210.8,4.17,1.75,-1.75,2.21327,0.111191,-0.111191,11.3299,127.38723,-12.944768,1,TESS,386259537,1932.01
3.2633165,0.000827,-0.000827,2459201.975798,0.003497,-0.003497,5.2814337,0.2987592,-0.2987592,5011.5725027,244.95656,-244.95656,15.0902486,1.2484235,-1.2484235,1912.7466985,3163.3762217,,,6561.0,127.4,-127.4,3.93,0.09,-0.09,2.08347,0.100789,-0.100789,12.941,100.571247,-29.77678,1,TESS,172598832,1933.01
4.5111234,3e-06,-3e-06,2459351.553003,0.000313,-0.000313,4.525,0.041,-0.041,11170.0,0.216648,-0.216648,18.5483,0.961946,-0.961946,1599.0,1085.35,,,6540.6,261.8,-261.8,4.26,0.11,-0.11,1.71,0.09,-0.09,10.5288,215.122762,-31.20207,1,TESS,125739286,1934.01
4.4352884,1.28e-05,-1.28e-05,2459272.947539,0.001489,-0.001489,1.89,0.21,-0.21,6410.0,5.22977,-5.22977,11.2110231,1.5134789,-1.5134789,1365.1232387,196.663,,,6245.0,124.1,-124.1,4.24,0.09,-0.09,1.38,0.07,-0.07,12.2682,141.920643,-19.347648,1,TESS,176685457,1935.01
2.3506186,1e-06,-1e-06,2459167.711102,0.000256,-0.000256,2.369,0.032,-0.032,15940.0,0.319376,-0.319376,12.801,0.662199,-0.662199,1361.0,570.233,,,5593.0,124.5,-124.5,4.46,0.08,-0.08,0.97,0.05,-0.05,11.7076,60.948278,-19.056818,1,TESS,178289267,1936.01
0.9466787,5e-07,-5e-07,2459989.041517,0.000538,-0.000538,1.09,0.121,-0.121,16490.0,9.93893,-9.93893,14.6661,0.836152,-0.836152,1646.0,1220.35,,,5707.0,135.9,-135.9,4.39,0.08,-0.08,1.07,0.05,-0.05,12.4933,116.370721,-52.383259,1,TESS,268301217,1937.01
2.8970202,0.0002676,-0.0002676,2459308.612847,0.001256,-0.001256,4.1502336,0.0817383,-0.0817383,3080.9239308,89.813965,-89.813965,9.43898,0.6872333500000001,-0.6872333500000001,1278.5711929,631.5687933,,,8862.0,240.0,-240.0,4.1,1.44,-1.44,1.2,0.06,-0.06,8.2376,177.494824,-63.949071,0,TESS,325172035,1939.01
2.2263798,1.23e-05,-1.23e-05,2459768.269102,0.001893,-0.001893,2.863,0.23,-0.23,1270.0,0.905012,-0.905012,6.51393,0.326362,-0.326362,1877.0,2064.9,,,6446.3,103.4,-103.4,4.03,0.08,-0.08,1.84,0.07,-0.07,10.4288,264.591131,18.473875,0,TESS,230267547,2150.01
15.64643,0.0022,-0.0022,2459014.36854,0.00208,-0.00208,7.75,0.593,-0.593,6010.0,1.17312,-1.17312,16.1126,0.887288,-0.887288,1181.0,323.367,,,5660.0,128.7,-128.7,3.86,0.08,-0.08,1.95,0.1,-0.1,10.142,275.117976,30.85588,0,TESS,23389848,2151.01
3.3772835,0.0001472,-0.0001472,2459883.441847,0.000629,-0.000629,3.6434514,0.0449611,-0.0449611,7216.4961357,105.75039,-105.75039,15.3058361,0.7087468,-0.7087468,1745.8918919,2195.7879328,,,6688.0,148.6,-148.6,4.11,0.09,-0.09,1.73235,0.0773467,-0.0773467,10.7053,26.338972,77.790123,1,TESS,395393265,2152.01
2.7180835,2.27e-05,-2.27e-05,2459391.951972,0.001715,-0.001715,6.1842922,0.1697885,-0.1697885,329.1728205,22.274033,-22.274033,4.2423946,0.3834439,-0.3834439,1888.9879062,3009.1075587,,,5668.0,127.1,-127.1,3.76,0.08,-0.08,2.1805999,0.110729,-0.110729,9.54581,274.87052,71.248626,0,TESS,406855039,2153.01
3.8240826,2.6e-06,-2.6e-06,2459768.102761,0.000245,-0.000245,2.5172521,0.0150334,-0.0150334,10096.1098633,71.32192,-71.32192,16.0547024,0.7449469,-0.7449469,1436.3420387,1005.8946259,,,6243.0,133.5,-133.5,4.24,0.08,-0.08,1.38719,0.0639749,-0.0639749,10.6611,71.028148,84.364265,1,TESS,428787891,2154.01
3.7246883,4.5e-06,-4.5e-06,2459913.983994,0.001253,-0.001253,3.078,0.088,-0.088,3320.0,0.321945,-0.321945,10.8811,0.506214,-0.506214,1426.0,686.503,,,6144.0,131.6,-131.6,4.02,0.08,-0.08,1.74,0.08,-0.08,10.9939,5.800269,84.452839,1,TESS,461591646,2155.01
0.67554,0.00016,-0.00016,2459011.05035,0.00358,-0.00358,0.922,0.174,-0.174,680.0,468.16,-468.16,15.6973,0.6872333500000001,-0.6872333500000001,2591.0,7493.17,,,4872.0,122.0,-122.0,4.36,0.0852564,-0.0852564,2.74,0.06,-0.06,9.87437,274.416666,23.917679,0,TESS,258402425,2156.01
8.4249043,6.8e-06,-6.8e-06,2459764.110052,0.000408,-0.000408,2.311,0.143,-0.143,21600.0,925.102,-925.102,15.0361,0.817265,-0.817265,864.0,92.8193,,,5756.0,125.4,-125.4,4.51,0.08,-0.08,0.93,0.05,-0.05,10.7033,261.71771,25.84927,0,TESS,298495970,2157.01
8.6007557,1.68e-05,-1.68e-05,2459758.586312,0.00089,-0.00089,3.304,0.159,-0.159,5090.0,1.44629,-1.44629,10.7988,0.607636,-0.607636,837.0,81.4989,,,5389.0,122.6,-122.6,4.06,0.08,-0.08,1.5,0.08,-0.08,10.1669,276.810053,20.526887,1,TESS,342642208,2158.01
34.5059318,9.2e-06,-9.2e-06,2458331.488563,0.000261,-0.000261,3.8206653,0.0252989,-0.0252989,17387.9834231,75.03255,-75.03255,10.4625162,0.6855942,-0.6855942,448.7222169,9.5814512,,,5025.77,125.0,-125.0,4.66348,0.2,-0.2,0.801736,0.0521859,-0.0521859,11.5748,73.980013,-63.26033,1,TESS,55652896,216.01
17.3890454,4.79e-05,-4.79e-05,2459340.904719,0.001549,-0.001549,2.6516541,0.1328006,-0.1328006,2971.7532268,162.89523,-162.89523,6.4840125,3.0092702,-3.0092702,563.8759593,23.8921547,,,5025.77,125.0,-125.0,4.66348,0.2,-0.2,0.801736,0.0521859,-0.0521859,11.5748,73.980013,-63.26033,1,TESS,55652896,216.02
1.5873866,1.2e-05,-1.2e-05,2459767.160908,0.003949,-0.003949,1.51,0.224,-0.224,110.0,1.0107,-1.0107,1.09083,0.11201,-0.11201,1294.0,466.553,,,5028.0,122.7,-122.7,4.55,0.09,-0.09,0.81,0.05,-0.05,9.5998,304.444709,77.166678,0,TESS,366563452,2161.01
12.9773004,3.49e-05,-3.49e-05,2460656.816106,0.002451,-0.002451,4.391,1.053,-1.053,997.0,999.736,-999.736,7.75284,2.17784,-2.17784,1740.0,1521.69,,,6610.0,126.1,-126.1,4.14,0.09,-0.09,1.66,0.07,-0.07,10.2182,291.524023,58.510182,0,TESS,284564230,2162.01
1.09333,0.00037,-0.00037,2459010.86112,0.00467,-0.00467,1.975,0.423,-0.423,1250.0,3.70573,-3.70573,12.2642,0.6872333500000001,-0.6872333500000001,1886.0,2102.07,,,5274.0,122.0,-122.0,4.36,0.0852564,-0.0852564,3.39,0.06,-0.06,10.879,277.907741,13.897884,0,TESS,49967354,2164.01
2.1357026,9e-07,-9e-07,2459062.34163,0.000148,-0.000148,1.9116457,0.0233822,-0.0233822,29272.618489,250.34743,-250.34743,11.6264152,0.369529,-0.369529,799.5461856,96.5817843,,,3678.2,140.5,-140.5,4.36,0.0852564,-0.0852564,0.666652,0.0202807,-0.0202807,13.3147,36.156146,-65.000196,1,TESS,382602147,2384.01
2.7567395,0.0001044,-0.0001044,2459090.383107,0.000485,-0.000485,2.3808565,0.0332082,-0.0332082,9248.4759918,115.61662,-115.61662,13.8044661,0.7482012,-0.7482012,1509.0388299,1225.5263733,,,6034.0,132.477,-132.477,4.26998,0.0823565,-0.0823565,1.28427,0.0685126,-0.0685126,10.5853,4.603042,-15.267404,1,TESS,32487566,2386.01
4.1567834,2e-06,-2e-06,2458356.962228,0.000327,-0.000327,3.9413609,0.0556261,-0.0556261,4830.1859522,54.11281,-54.11281,9.8517709,0.5595267,-0.5595267,1412.8217887,941.6088632,,,6362.5,83.0,-83.0,4.59,0.16,-0.16,1.38831,0.0749473,-0.0749473,10.9774,358.408479,-10.118118,1,TESS,9725627,239.01
11.1452784,3.7e-05,-3.7e-05,2459136.576258,0.00311,-0.00311,1.3947705,0.3350079,-0.3350079,566.2736451,47.23385,-47.23385,2.0671456,2.1233275,-2.1233275,700.5241733,56.9132658,,,5302.58,20.9902,-20.9902,4.53515,0.037074,-0.037074,0.848675,0.0516382,-0.0516382,8.1345,32.534687,-31.070627,1,TESS,70513361,262.01
0.5474737,2.4e-06,-2.4e-06,2459085.611785,0.0022,-0.0022,1.789,0.189,-0.189,1430.0,2.12441,-2.12441,10.9219,0.6872333500000001,-0.6872333500000001,2391.0,5430.93,,,5073.0,5126.8,-5126.8,3.5,0.2,-0.2,2.84,0.06,-0.06,12.4978,332.926877,-63.167437,0,TESS,403288821,2623.01
0.5568212,1.16e-05,-1.16e-05,2460934.124059,0.000538,-0.000538,0.9135251,0.0565664,-0.0565664,42426.1114659,1917.5275,-1917.5275,9.3000962,0.5058263,-0.5058263,999.3169756,235.6861496,,,3116.0,101.0,-101.0,5.06043,0.562987,-0.562987,0.439738,0.0167967,-0.0167967,15.6198,37.108277,-25.097329,1,TESS,120916706,263.01
0.907105,5.9e-06,-5.9e-06,2459085.547175,0.002979,-0.002979,1.711,0.124,-0.124,1430.0,614.765,-614.765,7.82059,3.09134,-3.09134,3617.0,28442.1,,,6164.0,126.6,-126.6,4.4,0.08,-0.08,1.13,0.05,-0.05,12.4537,335.467524,-57.758448,0,TESS,231703293,2632.01
4.8996461,1e-06,-1e-06,2460198.831716,0.00026,-0.00026,3.07,0.031,-0.031,10957.0,115.235,-115.235,15.9746,0.6872333500000001,-0.6872333500000001,1245.1929616500001,259.864,,,5940.0,131.1,-131.1,4.23158,0.0852564,-0.0852564,1.5,0.06,-0.06,10.248,5.160562,-23.935789,1,TESS,211438925,194.01
1.133052,2.1e-06,-2.1e-06,2460932.531044,0.002962,-0.002962,1.3601919,0.3883633,-0.3883633,104.3043949,9.8968126,-9.8968126,2.0207433,0.1361596,-0.1361596,2305.7784038,4692.4289966,,,5883.8,133.8,-133.8,3.77,0.3,-0.3,2.1,0.1,-0.1,8.5122,95.102051,-66.400466,0,TESS,167009792,1941.01
1.6563738,6.4e-06,-6.4e-06,2460012.02774,0.003707,-0.003707,1.741,0.23,-0.23,246.0,14.2743,-14.2743,1.42047,0.0911265,-0.0911265,1566.0,1000.88,,,5614.1,76.6,-76.6,4.34,0.29,-0.29,1.02,0.05,-0.05,9.8146,122.61813,-65.852379,0,TESS,308919449,1942.01
6.0988471,0.0019955,-0.0019955,2459285.44868,0.003764,-0.003764,5.408818,0.2166711,-0.2166711,8857.7284148,558.46826,-558.46826,24.9943945,11.290005,-11.290005,1566.6261042,1423.581832,,,7023.2,108.8,-108.8,4.11,1.46,-1.46,1.82219,0.0691734,-0.0691734,10.9572,159.580056,-61.289786,0,TESS,461080504,1944.01
1.57363,0.00018,-0.00018,2458545.66094,0.00496,-0.00496,2.558,0.151,-0.151,710.0,182.72,-182.72,7.59717,2.4985,-2.4985,3262.0,18801.9,,,5342.5,239.4,-239.4,4.01,0.34,-0.34,1.66,0.09,-0.09,10.6707,137.66287,-64.471528,0,TESS,357536526,1945.01
10.8458712,2.35e-05,-2.35e-05,2459338.849888,0.000861,-0.000861,3.379,0.223,-0.223,3120.0,222.468,-222.468,21.6846,4.33655,-4.33655,1516.0,878.752,,,6670.3,270.7,-270.7,4.29,0.62,-0.62,2.56,0.13,-0.13,8.4672,217.279625,-43.361979,0,TESS,127315102,1946.01
12.0077462,1.22e-05,-1.22e-05,2460066.821944,0.000949,-0.000949,2.818,0.303,-0.303,2921.0,965.925,-965.925,9.43898,0.6872333500000001,-0.6872333500000001,913.0,115.384,,,4990.7,253.6,-253.6,4.36,0.0852564,-0.0852564,1.2,0.06,-0.06,8.9301,156.738469,-60.665225,0,TESS,460140752,1947.01
3.6473383,1.5e-05,-1.5e-05,2460013.457382,0.009023,-0.009023,4.4572847,0.6478534,-0.6478534,162.7642577,12.695944,-12.695944,1.9083777,2.081486,-2.081486,1470.447248,1104.8893752,,,5928.0,161.5,-161.5,4.24,0.12,-0.12,1.47579,0.073995,-0.073995,10.1302,88.071315,-70.920308,0,TESS,31268146,1948.01
2.0727598,4e-07,-4e-07,2458355.490424,6.2e-05,-6.2e-05,2.619,0.388,-0.388,14761.0,345.413,-345.413,14.2954,0.701783,-0.701783,1708.0,1414.87,,,5640.0,131.1,-131.1,4.43703,0.0852564,-0.0852564,1.13,0.05,-0.05,9.9696,24.605139,-55.772001,1,TESS,230982885,195.01
1.41144,0.00052,-0.00052,2458599.56984,0.00531,-0.00531,2.509,0.51,-0.51,414.379,1.30711,-1.30711,9.43898,0.6872333500000001,-0.6872333500000001,3316.0,20094.8,,,9208.0,149.4,-149.4,3.85,0.49,-0.49,1.2,0.06,-0.06,8.4215,189.810101,-69.542013,0,TESS,327663613,1950.01
6.89132,0.00069,-0.00069,2458599.31398,0.00105,-0.00105,5.369,0.587,-0.587,5940.0,1.94454,-1.94454,11.3151,0.581361,-0.581361,1419.0,673.704,,,5488.0,84.4,-84.4,4.14,0.36,-0.36,1.41,0.07,-0.07,10.5,154.996219,-79.802603,0,TESS,394509844,1952.01
